"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 18 21:26:16 IST 2026","Wed Feb 18 21:27:27 IST 2026","70778","tests","test_closed_packages_batumi","","","","בדיקת חבילות סגורות לבטומי",""
